Cote;Type;DataType;Dates;Titre;Sous-titre;Auteur;Destinataire;Sujet;Description;Notes;Résumé;Éditeur;Localisation;Droits;Ayants-droit;Format;Langue;État génétique;Relations génétiques;Autres ressources en relation;Nature du document;Support;État général;Publication;Représentation;Contexte géographique;Lieu d'expédition;Type de publication;Titre de la publication;Lieu de publication;Numéro de la publication;Périodicité;Directeur de la publication;Auteur analyse;Date analyse;Auteur description;Date création notice;Auteur révision;Date révision notice;Auteur transcription
 MX-F-799;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:genio.jpg;;;Undetermined;;;445x640 51 ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target18.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-800;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:leonardo_casa.jpg;;;Undetermined;;;464x640 44ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target19.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-801;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:leonardo.jpg;;;Undetermined;;;456x640 48ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target20.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-802;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:madre_casa.jpg;;;Undetermined;;;453x640 30ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target21.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-803;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:madre_casa_novia.jpg;;;Undetermined;;;446x640 40ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target22.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-804;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:madre_final.jpg;;;Undetermined;;;444x640 41ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target23.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-805;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:madre_mujer_leonardo.jpg;;;Undetermined;;;449x640 32ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target24.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-806;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:madres.jpg;;;Undetermined;;;456x640 40ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target25.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-807;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_11.jpg;;;Undetermined;;;458x640 36ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target26.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-808;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_12.jpg;;;Undetermined;;;456x640 31ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target27.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-809;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_13.jpg;;;Undetermined;;;459x640 29 ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target28.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-810;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_14.jpg;;;Undetermined;;;462x640 44ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target29.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-811;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:criada.jpg;;;Undetermined;;;454x640 41ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target30.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-812;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:criada_casa.jpg;;;Undetermined;;;459x640 42ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target31.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-813;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:amiga_madre.jpg;;;Undetermined;;;456x640x28;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target32.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-814;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_10.jpg;;;Undetermined;;;453x640 40ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target33.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-815;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_01.jpg;;;Undetermined;;;442x640 38 ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target34.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-816;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_02.jpg;;;Undetermined;;;453x640 36 ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target35.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-817;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_03.jpg;;;Undetermined;;;854x640 33ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target36.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-818;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_04.jpg;;;Undetermined;;;457X640 38ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target37.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-819;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_05.jpg;;;Undetermined;;;458X640 38ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target38.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-820;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_06.jpg;;;Undetermined;;;453X640 38ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target39.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-821;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_08.jpg;;;Undetermined;;;453X640 36ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target40.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-822;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_07.jpg;;;Undetermined;;;453X640 35ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target41.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-823;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_09.jpg;;;Undetermined;;;427x640  34ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target42.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-824;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_09.jpg;;;Undetermined;;;Undetermined;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target43.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-825;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:acom_09.jpg;;;Undetermined;;;478x640 73ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target44.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-826;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 2.jpg;;;Undetermined;;;465x640 37ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target1.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-827;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 3.jpg;;;Undetermined;;;665x640 46ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target2.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-828;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 4.jpg;;;Undetermined;;;645x640 37ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target3.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-829;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 5.jpg;;;Undetermined;;;465x640 39ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target4.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-830;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 6.jpg;;;Undetermined;;;465x640 39ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target5.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-831;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 7.jpg;;;Undetermined;;;465x640 35ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target6.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-832;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 8.jpg;;;Undetermined;;;465x640 46ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target7.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-833;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 9.jpg;;;Undetermined;;;465x640 36ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target8.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-834;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called:10 .jpg;;;Undetermined;;;465x640 31ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target9.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-835;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 11.jpg;;;Undetermined;;;465x640 39ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target10.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-836;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 12.jpg;;;Undetermined;;;465x640 40ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Dona%20Rosita/target11.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-837;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 1.jpg;;;Undetermined;;;62ko510x640;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Victoria%20Duran/target0.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-838;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 2jpg;;;Undetermined;;;71ko 601x640;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Victoria%20Duran/target1.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-839;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 3.jpg;;;Undetermined;;;71ko 601x640;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Victoria%20Duran/target2.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-840;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 3.jpg;;;Undetermined;;;49ko 417x640;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Victoria%20Duran/target3.htm;;Undetermined;;;;;;;;;;;;;;
 MX-F-841;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 3.jpg;;;Undetermined;;;59ko 500x640;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Victoria%20Duran/target4.htm;;Undetermined;;;;;;;;;;;;;;
 MX-F-842;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 3.jpg;;;Undetermined;;;13ko  200x300;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Victoria%20Duran/target5.htm;;Undetermined;;;;;;;;;;;;;;
 MX-F-843;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_01.jpg;;;Undetermined;;;430x640 72ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target0.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-844;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_02jpg;;;Undetermined;;;474x640 69ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target1.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-845;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_03jpg;;;Undetermined;;;441x640 61ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target2.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-846;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_04jpg;;;Undetermined;;;437x640 55ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target3.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-847;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_05jpg;;;Undetermined;;;640x447 62ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target4.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-848;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_06jpg;;;Undetermined;;;433x640 64ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target5.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-849;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_07jpg;;;Undetermined;;;436x640 57ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target6.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-850;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_08jpg;;;Undetermined;;;436x640 57ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target7.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-851;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_09jpg;;;Undetermined;;;377x640 55ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target8.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-852;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: gomez_arias_10pg;;;Undetermined;;;438x640 60ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Gomez%20Arias/target9.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-853;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: macbeth_mario_vanarelli_01.jpg;;;Undetermined;;;486x640 55ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Macbeth/target0.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-854;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: macbeth_mario_vanarelli_02.Jpg;;;Undetermined;;;487x640 54ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Macbeth/target1.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-855;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: macbeth_mario_vanarelli_03Jpg;;;Undetermined;;;478x640 61ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Macbeth/target2.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-856;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: macbeth_mario_vanarelli_04Jpg;;;Undetermined;;;484x640 60ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Macbeth/target3.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-857;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: macbeth_mario_vanarelli_05.pg;;;Undetermined;;;46x640 50ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Macbeth/target4.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-858;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: macbeth_mario_vanarelli_06Jpg;;;Undetermined;;;497x640 49ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Macbeth/target5.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-859;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: macbeth_mario_vanarelli_07Jpg;;;Undetermined;;;487x640 54ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Macbeth/target6.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-860;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: macbeth_mario_vanarelli_07Jpg;;;Undetermined;;;482x640 42ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Macbeth/target7.htm;;Undetermined;;;;;;;;;;;;;;
 MX-F-861;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 1.jpg;;;Undetermined;;;428x640 48ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Alcalde%20de%20Zalamea/target0.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-862;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 2jpg;;;Undetermined;;;456x640 67ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Alcalde%20de%20Zalamea/target1.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-863;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: 3pg;;;Undetermined;;;442x640 56ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/Alcalde%20de%20Zalamea/target2.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-864;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig.jpg;;;Undetermined;;;640x603 56ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target0.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-865;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig1.;;;Undetermined;;;457X640 50lko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target1.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-866;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig2.jpg;;;Undetermined;;;454x640 49ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target2.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-867;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig3.jpg;;;Undetermined;;;504x640 53 ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target3.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-868;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig4.jpg;;;Undetermined;;;410x640 50 ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target4.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-869;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig5.pg;;;Undetermined;;;375x640 44ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target6.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-870;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig6.pg;;;Undetermined;;;375x640  47ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target6.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-871;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig7.pg;;;Undetermined;;;406x640 48ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target7.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-872;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig8.jpg;;;Undetermined;;;507x640 28ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target8.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-873;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig9.g;;;Undetermined;;;664x640 64ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target9.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-874;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig10.jpg;;;Undetermined;;;513x640 54ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target10.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-875;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig11.jpg;;;Undetermined;;;381x640 28ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target11.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-876;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig12.g;;;Undetermined;;;575x640 54ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target12.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-877;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig_tia_ar.jpg;;;Undetermined;;;400x600  47ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target15.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-878;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig_tia_ar.jpg;;;Undetermined;;;520x552  44ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target16.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-879;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig13.g;;;Undetermined;;;466x640  46ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target17.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-880;Photos;Picture;1910-1950;Figurine;;undetermined;;Figurine;;The original file is called: fig14.jpg;;;Undetermined;;;466x640  51ko;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/figurins/figurins/target18.html;;Undetermined;;;;;;;;;;;;;;
